year,school_name,elevated_result,math_score,ela_score,dbn,total_enrollment,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,number_female,percent_female,number_male,percent_male,number_asian,percent_asian,number_black,percent_black,number_hispanic,percent_hispanic,number_multiple_race_categories_not_represented,percent_multiple_race_categories_not_represented,number_white,percent_white,number_students_with_disabilities,percent_students_with_disabilities,number_english_language_learners,percent_english_language_learners,number_poverty,percent_poverty,economic_need_index,school_year
2016,P.S. 145 ANDREW JACKSON,1,287,292,32K145,619,46,83,76,98,106,103,107,0,0,0,0,0,0,0,299,48.3,320,51.7,5,0.8,15,2.4,591,95.5,3,0.5,5,0.8,93,15,103,16.6,499,80.6,83.5,2016-17
2016,"P.S. 145, THE BLOOMINGDALE SCHOOL",1,271,284,03M145,370,51,62,59,57,47,47,47,0,0,0,0,0,0,0,200,54.1,170,45.9,4,1.1,110,29.7,229,61.9,10,2.7,17,4.6,86,23.2,39,10.5,286,77.3,79.9,2016-17
2016,P.S. 146 ANN M. SHORT,1,285,289,04M146,362,26,62,62,44,43,54,71,0,0,0,0,0,0,0,177,48.9,185,51.1,23,6.4,88,24.3,240,66.3,3,0.8,8,2.2,146,40.3,73,20.2,355,98.1,90.2,2016-17
2016,P.S. 146 EDWARD COLLINS,0,296,297,08X146,402,29,57,74,78,63,50,51,0,0,0,0,0,0,0,203,50.5,199,49.5,3,0.7,161,40,226,56.2,8,2,4,1,104,25.9,45,11.2,386,96,86.1,2016-17
2016,P.S. 146 HOWARD BEACH,1,306,310,27Q146,708,18,66,85,83,88,81,92,61,81,53,0,0,0,0,361,51,347,49,24,3.4,12,1.7,261,36.9,8,1.1,403,56.9,163,23,21,3,341,48.2,26.5,2016-17
2016,P.S. 147 ISAAC REMSEN,1,306,317,14K147,318,56,53,44,45,47,43,30,0,0,0,0,0,0,0,172,54.1,146,45.9,11,3.5,66,20.8,204,64.2,13,4.1,24,7.5,63,19.8,38,11.9,254,79.9,74.1,2016-17
2016,P.S. 148 QUEENS,1,301,298,30Q148,980,80,143,145,147,147,188,130,0,0,0,0,0,0,0,501,51.1,479,48.9,142,14.5,1,0.1,801,81.7,3,0.3,33,3.4,156,15.9,302,30.8,609,62.1,64,2016-17
2016,P.S. 149 CHRISTA MCAULIFFE,1,308,305,30Q149,1102,0,133,137,145,221,254,212,0,0,0,0,0,0,0,554,50.3,548,49.7,98,8.9,17,1.5,948,86,8,0.7,31,2.8,158,14.3,352,31.9,741,67.2,67.2,2016-17
2016,P.S. 149 DANNY KAYE,1,283,289,19K149,704,71,97,93,119,115,98,111,0,0,0,0,0,0,0,359,51,345,49,25,3.6,442,62.8,229,32.5,7,1,1,0.1,110,15.6,50,7.1,678,96.3,85,2016-17
2016,P.S. 149 SOJOURNER TRUTH,1,267,278,03M149,256,22,22,23,27,28,19,34,31,24,26,0,0,0,0,124,48.4,132,51.6,5,2,158,61.7,74,28.9,9,3.5,10,3.9,82,32,26,10.2,248,96.9,86.2,2016-17
2016,P.S. 150,1,341,342,02M150,186,18,28,27,28,30,28,27,0,0,0,0,0,0,0,90,48.4,96,51.6,30,16.1,7,3.8,22,11.8,21,11.3,106,57,28,15.1,5,2.7,16,8.6,14.1,2016-17
2016,P.S. 150 CHARLES JAMES FOX,0,285,291,12X150,909,36,138,134,146,152,163,140,0,0,0,0,0,0,0,434,47.7,475,52.3,13,1.4,187,20.6,694,76.3,5,0.6,10,1.1,218,24,220,24.2,859,94.5,87.3,2016-17
2016,P.S. 150 CHRISTOPHER,1,276,276,23K150,182,0,30,30,35,24,36,27,0,0,0,0,0,0,0,94,51.6,88,48.4,2,1.1,113,62.1,59,32.4,4,2.2,4,2.2,68,37.4,18,9.9,177,97.3,95.2,2016-17
2016,P.S. 150 QUEENS,1,328,323,30Q150,1138,50,163,161,167,169,173,162,93,0,0,0,0,0,0,580,51,558,49,310,27.2,12,1.1,518,45.5,41,3.6,257,22.6,137,12,171,15,450,39.5,45.6,2016-17
2016,P.S. 151 LYNDON B. JOHNSON,1,284,288,32K151,342,36,53,51,47,51,44,60,0,0,0,0,0,0,0,172,50.3,170,49.7,2,0.6,55,16.1,264,77.2,0,0,21,6.1,69,20.2,81,23.7,333,97.4,84.9,2016-17
2016,P.S. 151 MARY D. CARTER,1,296,296,30Q151,419,44,59,66,68,64,71,47,0,0,0,0,0,0,0,222,53,197,47,69,16.5,98,23.4,219,52.3,7,1.7,26,6.2,93,22.2,46,11,385,91.9,70.4,2016-17
2016,P.S. 152 DYCKMAN VALLEY,0,293,293,06M152,588,45,88,88,104,93,102,68,0,0,0,0,0,0,0,287,48.8,301,51.2,2,0.3,16,2.7,560,95.2,4,0.7,6,1,135,23,171,29.1,538,91.5,87.2,2016-17
2016,P.S. 152 EVERGREEN,1,288,290,08X152,936,71,146,137,147,149,139,147,0,0,0,0,0,0,0,479,51.2,457,48.8,14,1.5,147,15.7,748,79.9,13,1.4,14,1.5,202,21.6,244,26.1,760,81.2,88.4,2016-17
2016,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,1,318,316,30Q152,1205,36,160,154,226,196,208,225,0,0,0,0,0,0,0,597,49.5,608,50.5,612,50.8,7,0.6,518,43,21,1.7,47,3.9,145,12,400,33.2,695,57.7,62.9,2016-17
2016,P.S. 153 ADAM CLAYTON POWELL,1,288,297,06M153,676,50,94,120,107,95,122,88,0,0,0,0,0,0,0,355,52.5,321,47.5,16,2.4,137,20.3,495,73.2,7,1,21,3.1,107,15.8,184,27.2,569,84.2,78.3,2016-17
2016,P.S. 153 HELEN KELLER,1,315,319,11X153,688,17,80,108,110,115,125,133,0,0,0,0,0,0,0,332,48.3,356,51.7,65,9.4,411,59.7,168,24.4,12,1.7,32,4.7,92,13.4,11,1.6,454,66,40.3,2016-17
2016,P.S. 153 HOMECREST,1,308,308,21K153,536,51,94,69,88,76,83,75,0,0,0,0,0,0,0,262,48.9,274,51.1,142,26.5,10,1.9,188,35.1,29,5.4,167,31.2,110,20.5,128,23.9,319,59.5,63.4,2016-17
2016,P.S. 153 MASPETH ELEM,1,321,317,24Q153,1269,18,177,176,181,197,204,181,135,0,0,0,0,0,0,595,46.9,674,53.1,113,8.9,11,0.9,564,44.4,11,0.9,570,44.9,224,17.7,129,10.2,863,68,43.2,2016-17
2016,P.S. 154 HARRIET TUBMAN,1,276,296,05M154,317,33,46,50,56,52,44,36,0,0,0,0,0,0,0,147,46.4,170,53.6,21,6.6,177,55.8,99,31.2,9,2.8,11,3.5,85,26.8,56,17.7,313,98.7,86.8,2016-17
2016,P.S. 154 JONATHAN D. HYATT,1,294,301,07X154,385,34,50,65,54,61,58,63,0,0,0,0,0,0,0,177,46,208,54,1,0.3,156,40.5,217,56.4,4,1,7,1.8,84,21.8,41,10.6,377,97.9,92.2,2016-17
2016,P.S. 154 QUEENS,1,319,313,25Q154,706,35,106,111,121,105,107,121,0,0,0,0,0,0,0,346,49,360,51,387,54.8,63,8.9,156,22.1,16,2.3,84,11.9,104,14.7,179,25.4,590,83.6,51.4,2016-17
2016,P.S. 155,1,319,314,27Q155,538,54,70,88,83,95,73,75,0,0,0,0,0,0,0,270,50.2,268,49.8,159,29.6,133,24.7,107,19.9,131,24.3,8,1.5,69,12.8,43,8,509,94.6,45.2,2016-17
2016,P.S. 155 WILLIAM PACA,1,273,283,04M155,294,13,40,51,53,41,49,47,0,0,0,0,0,0,0,145,49.3,149,50.7,5,1.7,28,9.5,253,86.1,6,2,2,0.7,93,31.6,124,42.2,288,98,86.2,2016-17
2016,P.S. 156 LAURELTON,1,283,300,29Q156,287,20,36,50,47,38,51,45,0,0,0,0,0,0,0,139,48.4,148,51.6,8,2.8,260,90.6,15,5.2,4,1.4,0,0,35,12.2,18,6.3,207,72.1,45.4,2016-17
2016,P.S. 156 WAVERLY,1,283,288,23K156,762,35,102,112,116,128,140,129,0,0,0,0,0,0,0,336,44.1,426,55.9,4,0.5,601,78.9,138,18.1,11,1.4,8,1,177,23.2,13,1.7,685,89.9,83.4,2016-17
2016,P.S. 157 GROVE HILL,0,291,296,07X157,644,53,82,104,104,106,100,95,0,0,0,0,0,0,0,306,47.5,338,52.5,1,0.2,207,32.1,432,67.1,3,0.5,1,0.2,136,21.1,68,10.6,615,95.5,84.5,2016-17
2016,P.S. 158 BAYARD TAYLOR,1,344,342,02M158,781,71,134,122,134,107,121,92,0,0,0,0,0,0,0,367,47,414,53,99,12.7,18,2.3,60,7.7,40,5.1,564,72.2,117,15,44,5.6,81,10.4,8.5,2016-17
2016,P.S. 158 WARWICK,0,287,295,19K158,612,53,107,92,84,91,103,82,0,0,0,0,0,0,0,314,51.3,298,48.7,5,0.8,334,54.6,256,41.8,13,2.1,4,0.7,124,20.3,49,8,581,94.9,85.7,2016-17
2016,P.S. 159,1,336,328,26Q159,673,44,93,97,99,107,114,119,0,0,0,0,0,0,0,339,50.4,334,49.6,387,57.5,9,1.3,114,16.9,7,1,156,23.2,79,11.7,102,15.2,354,52.6,25.8,2016-17
2016,P.S. 159 ISAAC PITKIN,1,291,300,19K159,854,0,128,160,132,134,165,135,0,0,0,0,0,0,0,420,49.2,434,50.8,295,34.5,312,36.5,217,25.4,23,2.7,7,0.8,135,15.8,175,20.5,626,73.3,80.1,2016-17
2016,P.S. 159 LUIS MUNOZ MARIN BILING,0,293,298,10X159,193,0,38,37,50,22,21,25,0,0,0,0,0,0,0,101,52.3,92,47.7,0,0,17,8.8,172,89.1,1,0.5,3,1.6,35,18.1,61,31.6,153,79.3,89.1,2016-17
2016,P.S. 160 WALT DISNEY,1,285,298,11X160,417,49,67,68,58,53,54,68,0,0,0,0,0,0,0,179,42.9,238,57.1,10,2.4,254,60.9,134,32.1,13,3.1,6,1.4,107,25.7,20,4.8,312,74.8,43.9,2016-17
2016,P.S. 160 WALTER FRANCIS BISHOP,1,293,298,28Q160,676,47,99,110,91,109,118,102,0,0,0,0,0,0,0,303,44.8,373,55.2,95,14.1,362,53.6,134,19.8,79,11.7,6,0.9,144,21.3,44,6.5,544,80.5,60.4,2016-17
2016,P.S. 160 WILLIAM T. SAMPSON,1,324,309,20K160,1336,0,154,229,275,241,239,198,0,0,0,0,0,0,0,638,47.8,698,52.2,1142,85.5,8,0.6,133,10,5,0.4,48,3.6,156,11.7,884,66.2,738,55.2,71.3,2016-17
2016,P.S. 161 ARTHUR ASHE SCHOOL,1,320,316,28Q161,740,46,104,127,94,136,120,113,0,0,0,0,0,0,0,361,48.8,379,51.2,487,65.8,49,6.6,120,16.2,72,9.7,12,1.6,96,13,98,13.2,658,88.9,47.9,2016-17
2016,P.S. 161 JUAN PONCE DE LEON SCHOOL,1,287,291,07X161,509,52,80,86,81,75,72,63,0,0,0,0,0,0,0,231,45.4,278,54.6,3,0.6,110,21.6,386,75.8,3,0.6,7,1.4,138,27.1,95,18.7,479,94.1,86.4,2016-17
2016,P.S. 161 PEDRO ALBIZU CAMPOS,1,294,291,05M161,831,0,58,83,80,91,85,76,125,119,114,0,0,0,0,397,47.8,434,52.2,17,2,164,19.7,629,75.7,6,0.7,15,1.8,200,24.1,223,26.8,818,98.4,85.6,2016-17
2016,P.S. 161 THE CROWN,1,294,303,17K161,374,24,53,49,52,67,63,66,0,0,0,0,0,0,0,166,44.4,208,55.6,14,3.7,304,81.3,43,11.5,6,1.6,7,1.9,71,19,13,3.5,354,94.7,70.6,2016-17
2016,P.S. 162 JOHN GOLDEN,1,337,322,26Q162,702,18,100,101,119,108,128,128,0,0,0,0,0,0,0,339,48.3,363,51.7,481,68.5,14,2,81,11.5,11,1.6,115,16.4,101,14.4,96,13.7,433,61.7,25.5,2016-17
2016,P.S. 163 ALFRED E. SMITH,1,326,321,03M163,567,28,78,93,89,102,91,86,0,0,0,0,0,0,0,269,47.4,298,52.6,31,5.5,93,16.4,255,45,30,5.3,158,27.9,100,17.6,40,7.1,282,49.7,48.2,2016-17
2016,P.S. 163 ARTHUR A. SCHOMBURG,1,286,299,09X163,523,18,67,93,86,87,82,90,0,0,0,0,0,0,0,242,46.3,281,53.7,6,1.1,184,35.2,322,61.6,3,0.6,8,1.5,113,21.6,194,37.1,517,98.9,91.9,2016-17
2016,P.S. 163 BATH BEACH,1,318,308,20K163,611,0,50,54,60,57,71,68,89,90,72,0,0,0,0,288,47.1,323,52.9,168,27.5,7,1.1,207,33.9,4,0.7,225,36.8,127,20.8,119,19.5,486,79.5,63.5,2016-17
2016,P.S. 163 FLUSHING HEIGHTS,1,332,319,25Q163,681,18,127,113,109,108,103,103,0,0,0,0,0,0,0,310,45.5,371,54.5,564,82.8,13,1.9,87,12.8,6,0.9,11,1.6,94,13.8,324,47.6,555,81.5,45.7,2016-17
2016,P.S. 164 CAESAR RODNEY,1,310,310,20K164,658,50,153,89,107,96,96,67,0,0,0,0,0,0,0,326,49.5,332,50.5,251,38.1,9,1.4,296,45,15,2.3,87,13.2,126,19.1,118,17.9,436,66.3,79,2016-17
2016,P.S. 164 QUEENS VALLEY,1,326,322,25Q164,695,33,70,69,71,74,55,59,93,86,85,0,0,0,0,335,48.2,360,51.8,203,29.2,37,5.3,184,26.5,8,1.2,263,37.8,116,16.7,88,12.7,535,77,37,2016-17
2016,P.S. 165 EDITH K. BERGTRAUM,1,325,319,25Q165,758,51,113,115,112,124,141,102,0,0,0,0,0,0,0,382,50.4,376,49.6,412,54.4,90,11.9,144,19,14,1.8,98,12.9,176,23.2,83,10.9,553,73,50.4,2016-17
2016,P.S. 165 IDA POSNER,1,269,283,23K165,371,34,41,35,40,35,40,37,38,43,28,0,0,0,0,167,45,204,55,2,0.5,308,83,51,13.7,2,0.5,8,2.2,124,33.4,17,4.6,283,76.3,82,2016-17
2016,P.S. 165 ROBERT E. SIMON,1,292,298,03M165,731,35,65,93,83,85,105,98,49,60,58,0,0,0,0,357,48.8,374,51.2,34,4.7,100,13.7,468,64,14,1.9,115,15.7,156,21.3,105,14.4,549,75.1,64.7,2016-17
2016,P.S. 166 HENRY GRADSTEIN,1,321,321,30Q166,1159,35,160,161,176,205,216,206,0,0,0,0,0,0,0,583,50.3,576,49.7,320,27.6,49,4.2,513,44.3,27,2.3,250,21.6,115,9.9,188,16.2,807,69.6,52.8,2016-17
2016,P.S. 169 BAY TERRACE,1,317,319,25Q169,439,35,66,69,60,73,70,66,0,0,0,0,0,0,0,224,51,215,49,149,33.9,22,5,93,21.2,6,1.4,169,38.5,80,18.2,25,5.7,153,34.9,20.9,2016-17
2016,P.S. 169 SUNSET PARK,1,308,297,15K169,1600,0,229,237,252,274,329,279,0,0,0,0,0,0,0,788,49.3,812,50.7,905,56.6,20,1.3,601,37.6,7,0.4,67,4.2,263,16.4,768,48,1110,69.4,78.6,2016-17
2016,P.S. 171 PATRICK HENRY,1,327,320,04M171,742,34,65,79,62,63,69,89,94,92,95,0,0,0,0,391,52.7,351,47.3,46,6.2,195,26.3,458,61.7,17,2.3,26,3.5,163,22,18,2.4,473,63.7,73.8,2016-17
2016,P.S. 171 PETER G. VAN ALST,1,287,288,30Q171,484,40,61,73,64,91,84,71,0,0,0,0,0,0,0,227,46.9,257,53.1,97,20,131,27.1,227,46.9,9,1.9,20,4.1,109,22.5,102,21.1,457,94.4,72.3,2016-17
2016,P.S. 172 BEACON SCHOOL OF EXCELLENCE,1,354,342,15K172,594,40,101,98,90,82,95,88,0,0,0,0,0,0,0,297,50,297,50,42,7.1,22,3.7,450,75.8,7,1.2,73,12.3,176,29.6,153,25.8,501,84.3,63.9,2016-17
2016,P.S. 173,1,291,293,06M173,548,62,71,77,74,81,89,94,0,0,0,0,0,0,0,262,47.8,286,52.2,18,3.3,10,1.8,508,92.7,2,0.4,10,1.8,94,17.2,93,17,477,87,69.2,2016-17
2016,P.S. 173 FRESH MEADOWS,1,330,324,26Q173,945,36,132,149,141,158,169,160,0,0,0,0,0,0,0,440,46.6,505,53.4,538,56.9,15,1.6,111,11.7,26,2.8,255,27,140,14.8,93,9.8,542,57.4,27.2,2016-17
2016,P.S. 174 WILLIAM SIDNEY MOUNT,1,327,326,28Q174,674,35,104,118,110,108,103,96,0,0,0,0,0,0,0,330,49,344,51,222,32.9,26,3.9,161,23.9,32,4.7,233,34.6,68,10.1,81,12,226,33.5,25.5,2016-17
2016,P.S. 175 CITY ISLAND,1,317,311,11X175,344,0,37,41,38,26,46,23,47,45,41,0,0,0,0,172,50,172,50,18,5.2,26,7.6,121,35.2,8,2.3,171,49.7,63,18.3,10,2.9,144,41.9,24.9,2016-17
2016,P.S. 175 HENRY H GARNET,1,293,290,05M175,311,26,36,47,42,58,56,46,0,0,0,0,0,0,0,153,49.2,158,50.8,12,3.9,183,58.8,103,33.1,3,1,10,3.2,77,24.8,47,15.1,306,98.4,85.3,2016-17
2016,P.S. 175 THE LYNN GROSS DISCOVERY SCHOOL,1,321,316,28Q175,786,47,152,131,120,120,105,111,0,0,0,0,0,0,0,363,46.2,423,53.8,164,20.9,10,1.3,93,11.8,13,1.7,506,64.4,110,14,67,8.5,452,57.5,31.2,2016-17
2016,P.S. 176 CAMBRIA HEIGHTS,1,316,326,29Q176,737,54,92,90,99,120,138,144,0,0,0,0,0,0,0,395,53.6,342,46.4,39,5.3,551,74.8,37,5,107,14.5,3,0.4,74,10,11,1.5,596,80.9,34.9,2016-17
2016,P.S. 176 OVINGTON,1,331,319,20K176,1399,0,175,208,219,257,266,274,0,0,0,0,0,0,0,685,49,714,51,907,64.8,9,0.6,287,20.5,6,0.4,190,13.6,160,11.4,399,28.5,1226,87.6,62.2,2016-17
2016,P.S. 177 THE MARLBORO,1,306,304,21K177,968,36,163,158,138,162,160,151,0,0,0,0,0,0,0,482,49.8,486,50.2,259,26.8,8,0.8,321,33.2,21,2.2,359,37.1,183,18.9,324,33.5,605,62.5,65.4,2016-17
2016,P.S. 178 - DR. SELMAN WAKSMAN,1,300,299,11X178,484,0,63,74,74,88,92,93,0,0,0,0,0,0,0,235,48.6,249,51.4,12,2.5,290,59.9,152,31.4,7,1.4,23,4.8,111,22.9,21,4.3,383,79.1,48.4,2016-17
2016,P.S. 178 SAINT CLAIR MCKELWAY,1,295,299,23K178,370,36,28,38,50,33,47,35,40,35,28,0,0,0,0,202,54.6,168,45.4,3,0.8,271,73.2,74,20,6,1.6,16,4.3,72,19.5,24,6.5,351,94.9,85.2,2016-17
2016,P.S. 179,1,288,292,07X179,357,36,50,63,53,48,57,50,0,0,0,0,0,0,0,171,47.9,186,52.1,3,0.8,46,12.9,299,83.8,7,2,2,0.6,87,24.4,105,29.4,346,96.9,89.2,2016-17
2016,P.S. 179 KENSINGTON,0,291,294,20K179,913,36,168,143,157,137,132,140,0,0,0,0,0,0,0,453,49.6,460,50.4,507,55.5,32,3.5,236,25.8,12,1.3,126,13.8,153,16.8,443,48.5,663,72.6,79.1,2016-17
2016,P.S. 180 HUGO NEWMAN,1,295,304,03M180,591,82,72,48,55,51,64,52,55,55,57,0,0,0,0,299,50.6,292,49.4,12,2,311,52.6,191,32.3,19,3.2,58,9.8,114,19.3,36,6.1,419,70.9,64.6,2016-17
2016,P.S. 181 BROOKFIELD,1,293,306,29Q181,334,22,52,59,53,52,52,44,0,0,0,0,0,0,0,158,47.3,176,52.7,8,2.4,270,80.8,37,11.1,16,4.8,3,0.9,82,24.6,11,3.3,271,81.1,50.7,2016-17
2016,P.S. 181 BROOKLYN,1,282,293,17K181,782,29,68,66,75,90,97,95,88,86,88,0,0,0,0,371,47.4,411,52.6,7,0.9,653,83.5,87,11.1,17,2.2,18,2.3,143,18.3,98,12.5,486,62.1,67,2016-17
2016,P.S. 182,1,300,302,08X182,990,54,141,160,144,161,169,161,0,0,0,0,0,0,0,513,51.8,477,48.2,70,7.1,265,26.8,620,62.6,7,0.7,28,2.8,197,19.9,63,6.4,835,84.3,70,2016-17
2016,P.S. 182 SAMANTHA SMITH,1,292,297,28Q182,796,0,124,129,136,134,141,132,0,0,0,0,0,0,0,403,50.6,393,49.4,217,27.3,111,13.9,437,54.9,21,2.6,10,1.3,122,15.3,276,34.7,752,94.5,68.6,2016-17
2016,P.S. 183 DR. RICHARD R. GREEN,1,267,283,27Q183,575,18,58,61,53,76,68,71,61,61,48,0,0,0,0,265,46.1,310,53.9,19,3.3,312,54.3,192,33.4,24,4.2,28,4.9,185,32.2,33,5.7,525,91.3,83.5,2016-17
2016,P.S. 183 ROBERT L. STEVENSON,1,338,333,02M183,567,21,113,101,93,76,90,73,0,0,0,0,0,0,0,274,48.3,293,51.7,96,16.9,19,3.4,49,8.6,19,3.4,384,67.7,107,18.9,40,7.1,38,6.7,5.1,2016-17
2016,P.S. 184 FLUSHING MANOR,1,330,325,25Q184,516,35,87,73,76,70,94,81,0,0,0,0,0,0,0,249,48.3,267,51.7,209,40.5,0,0,66,12.8,12,2.3,229,44.4,90,17.4,46,8.9,225,43.6,24.5,2016-17
2016,P.S. 184 NEWPORT,1,288,292,23K184,509,33,55,75,62,65,51,41,40,45,42,0,0,0,0,258,50.7,251,49.3,2,0.4,365,71.7,138,27.1,3,0.6,1,0.2,119,23.4,24,4.7,486,95.5,88.1,2016-17
2016,P.S. 184M SHUANG WEN,1,345,326,01M184,672,36,71,59,68,65,56,63,89,86,79,0,0,0,0,330,49.1,342,50.9,468,69.6,30,4.5,81,12.1,36,5.4,57,8.5,125,18.6,109,16.2,461,68.6,52.5,2016-17
2016,P.S. 185 WALTER KASSENBROCK,1,322,321,20K185,673,0,127,107,124,91,108,116,0,0,0,0,0,0,0,337,50.1,336,49.9,56,8.3,5,0.7,110,16.3,21,3.1,481,71.5,89,13.2,53,7.9,269,40,31.5,2016-17
2016,P.S. 186 CASTLEWOOD,1,330,328,26Q186,396,29,57,61,57,75,63,54,0,0,0,0,0,0,0,169,42.7,227,57.3,131,33.1,40,10.1,81,20.5,15,3.8,129,32.6,110,27.8,10,2.5,131,33.1,18.2,2016-17
2016,P.S. 186 DR. IRVING A GLADSTONE,1,319,311,20K186,1009,20,181,147,195,150,147,169,0,0,0,0,0,0,0,487,48.3,522,51.7,407,40.3,2,0.2,267,26.5,11,1.1,322,31.9,163,16.2,318,31.5,570,56.5,61.5,2016-17
2016,P.S. 188 KINGSBURY,1,358,344,26Q188,716,36,108,124,115,125,118,90,0,0,0,0,0,0,0,357,49.9,359,50.1,426,59.5,15,2.1,53,7.4,22,3.1,200,27.9,57,8,21,2.9,161,22.5,14.7,2016-17
2016,P.S. 188 MICHAEL E. BERDY,1,286,296,21K188,486,32,71,79,76,68,95,65,0,0,0,0,0,0,0,242,49.8,244,50.2,20,4.1,242,49.8,173,35.6,10,2.1,41,8.4,119,24.5,29,6,396,81.5,86.3,2016-17
2016,P.S. 188 THE ISLAND SCHOOL,1,296,291,01M188,445,29,35,41,47,48,49,34,52,52,58,0,0,0,0,195,43.8,250,56.2,10,2.2,141,31.7,278,62.5,1,0.2,15,3.4,138,31,64,14.4,382,85.8,92.7,2016-17
2016,P.S. 189,1,289,296,06M189,911,72,109,123,162,158,156,131,0,0,0,0,0,0,0,464,50.9,447,49.1,4,0.4,7,0.8,870,95.5,1,0.1,29,3.2,153,16.8,257,28.2,833,91.4,78.3,2016-17
2016,P.S. 189 THE BILINGUAL CENTER,1,327,315,17K189,1059,0,98,92,120,109,117,120,150,114,139,0,0,0,0,570,53.8,489,46.2,35,3.3,754,71.2,250,23.6,11,1,9,0.8,154,14.5,195,18.4,971,91.7,70.7,2016-17
2016,P.S. 190 SHEFFIELD,1,291,301,19K190,160,18,25,17,26,29,24,21,0,0,0,0,0,0,0,94,58.7,66,41.2,1,0.6,121,75.6,35,21.9,0,0,3,1.9,23,14.4,6,3.8,150,93.8,79.9,2016-17
2016,P.S. 191 MAYFLOWER,1,332,325,26Q191,403,36,62,66,53,58,62,66,0,0,0,0,0,0,0,210,52.1,193,47.9,289,71.7,14,3.5,52,12.9,10,2.5,38,9.4,53,13.2,48,11.9,237,58.8,27.8,2016-17
2016,P.S. 191 PAUL ROBESON,1,324,317,17K191,192,18,26,26,41,27,28,26,0,0,0,0,0,0,0,92,47.9,100,52.1,4,2.1,155,80.7,25,13,6,3.1,2,1,52,27.1,8,4.2,187,97.4,89.8,2016-17
2016,P.S. 192 JACOB H. SCHIFF,1,284,285,06M192,281,36,37,40,31,52,54,31,0,0,0,0,0,0,0,129,45.9,152,54.1,2,0.7,25,8.9,248,88.3,2,0.7,4,1.4,57,20.3,89,31.7,259,92.2,77.7,2016-17
2016,P.S. 193 ALFRED J. KENNEDY,1,328,320,25Q193,571,67,94,73,73,96,108,60,0,0,0,0,0,0,0,268,46.9,303,53.1,135,23.6,5,0.9,102,17.9,8,1.4,321,56.2,80,14,65,11.4,220,38.5,16.6,2016-17
2016,P.S. 193 GIL HODGES,0,304,312,22K193,803,18,91,142,137,144,134,137,0,0,0,0,0,0,0,388,48.3,415,51.7,139,17.3,367,45.7,109,13.6,45,5.6,143,17.8,167,20.8,162,20.2,626,78,52,2016-17
2016,P.S. 194 COUNTEE CULLEN,1,270,274,05M194,188,10,35,33,25,29,36,20,0,0,0,0,0,0,0,79,42,109,58,3,1.6,90,47.9,76,40.4,11,5.9,8,4.3,41,21.8,34,18.1,188,100,91.6,2016-17
2016,P.S. 194 RAOUL WALLENBERG,1,301,305,22K194,519,36,77,78,89,81,93,65,0,0,0,0,0,0,0,258,49.7,261,50.3,59,11.4,249,48,105,20.2,7,1.3,99,19.1,136,26.2,49,9.4,396,76.3,80.2,2016-17
2016,P.S. 195,1,268,277,12X195,1005,36,159,157,160,161,165,167,0,0,0,0,0,0,0,494,49.2,511,50.8,18,1.8,148,14.7,818,81.4,19,1.9,2,0.2,233,23.2,304,30.2,850,84.6,89.4,2016-17
2016,P.S. 195 MANHATTAN BEACH,1,342,332,22K195,476,18,71,77,75,75,83,77,0,0,0,0,0,0,0,228,47.9,248,52.1,15,3.2,7,1.5,7,1.5,3,0.6,444,93.3,32,6.7,70,14.7,145,30.5,24.1,2016-17
2016,P.S. 195 WILLIAM HABERLE,1,291,299,29Q195,579,59,70,74,84,86,103,103,0,0,0,0,0,0,0,296,51.1,283,48.9,6,1,531,91.7,30,5.2,7,1.2,5,0.9,94,16.2,11,1.9,526,90.8,46.4,2016-17
2016,P.S. 196,1,284,287,12X196,961,18,133,163,174,164,170,139,0,0,0,0,0,0,0,462,48.1,499,51.9,10,1,171,17.8,740,77,28,2.9,12,1.2,180,18.7,297,30.9,746,77.6,84.7,2016-17
2016,P.S. 196 GRAND CENTRAL PARKWAY,1,346,343,28Q196,959,18,173,175,148,124,159,162,0,0,0,0,0,0,0,483,50.4,476,49.6,355,37,25,2.6,129,13.5,69,7.2,381,39.7,128,13.3,57,5.9,203,21.2,12.5,2016-17
2016,P.S. 196 TEN EYCK,1,290,296,14K196,357,25,53,47,58,62,61,51,0,0,0,0,0,0,0,169,47.3,188,52.7,3,0.8,62,17.4,279,78.2,6,1.7,7,2,98,27.5,43,12,318,89.1,82.2,2016-17
2016,P.S. 197 - THE KINGS HIGHWAY ACADEMY,1,312,307,22K197,640,65,95,95,105,98,87,95,0,0,0,0,0,0,0,345,53.9,295,46.1,69,10.8,76,11.9,96,15,14,2.2,385,60.2,129,20.2,150,23.4,333,52,55.9,2016-17
2016,P.S. 197 JOHN B. RUSSWURM,1,285,289,05M197,309,20,43,45,51,56,47,47,0,0,0,0,0,0,0,125,40.5,184,59.5,0,0,186,60.2,109,35.3,5,1.6,9,2.9,100,32.4,21,6.8,278,90,85.5,2016-17
2016,P.S. 197 THE OCEAN SCHOOL,1,282,288,27Q197,526,54,76,78,97,84,75,62,0,0,0,0,0,0,0,247,47,279,53,12,2.3,259,49.2,227,43.2,9,1.7,19,3.6,133,25.3,100,19,491,93.3,73.7,2016-17
